DASYLab - V 4.02.22
WORKSHEET          : VOLVOHR04_VER2
Recording Date     : 2009-03-31, 10:53:53
Block Length       : 256
Delta              : 0.002000 sec.
Number of Channels : 12
Time	Yaw [rad/s]	Pitch [rad/s]	Roll [rad/s]	Xacc [m/s²]	Zacc [m/s²]	Yacc [m/s²]	Strwhlangle [rad]	Speed [m/s]	Slip [rad]	Pulse []	Servopressure []	Strwhlmoment []	
25.420	0.2610	-0.0002	-0.0130	1.0286	0.1205	0.8525	2.1797	6.5257	-0.0108	-0.9653	0.6300	-0.7042	
25.422	0.2606	-0.0004	-0.0115	1.0684	0.1315	0.8408	2.1735	6.4985	-0.0106	-0.9390	0.6311	-0.7018	
25.424	0.2612	-0.0015	-0.0103	1.0751	0.1181	0.8500	2.1675	6.3629	-0.0142	-0.9721	0.6319	-0.7000	
25.426	0.2596	-0.0026	-0.0130	1.0610	0.1144	0.8537	2.1619	6.4460	-0.0142	-0.9811	0.6323	-0.6990	
25.428	0.2596	-0.0005	-0.0106	1.0678	0.1175	0.8568	2.1558	6.5240	-0.0179	-0.9827	0.6323	-0.6987	
25.430	0.2591	0.0000	-0.0104	1.0592	0.0869	0.8796	2.1490	6.0781	-0.0185	-1.0065	0.6318	-0.6994	
25.432	0.2558	-0.0018	-0.0103	1.0561	0.0979	0.8525	2.1423	6.3019	-0.0184	-1.0127	0.6307	-0.7012	
25.434	0.2576	-0.0003	-0.0097	1.0354	0.1071	0.8537	2.1355	6.1205	-0.0212	-1.0359	0.6290	-0.7042	
25.436	0.2572	-0.0014	-0.0115	1.0243	0.0766	0.8562	2.1282	6.2120	-0.0227	-1.0333	0.6265	-0.7087	
25.438	0.2572	-0.0012	-0.0085	1.0433	0.0766	0.8611	2.1203	6.4002	-0.0220	-0.9976	0.6231	-0.7149	
25.440	0.2562	0.0005	-0.0093	1.0292	0.0540	0.8815	2.1119	6.2815	-0.0212	-1.0158	0.6190	-0.7227	
25.442	0.2529	-0.0014	-0.0091	1.0286	0.0711	0.8476	2.1038	6.4341	-0.0194	-1.0054	0.6140	-0.7320	
25.444	0.2548	-0.0012	-0.0075	1.0170	0.0577	0.8359	2.0959	6.5443	-0.0208	-0.9920	0.6085	-0.7426	
25.446	0.2557	-0.0019	-0.0080	0.9895	0.0271	0.8531	2.0881	6.6732	-0.0219	-1.0043	0.6025	-0.7541	
25.448	0.2526	-0.0011	-0.0077	1.0023	0.0558	0.8309	2.0805	6.5053	-0.0234	-0.9944	0.5963	-0.7661	
25.450	0.2543	-0.0015	-0.0083	1.0292	0.0552	0.8352	2.0732	6.3477	-0.0249	-1.0281	0.5901	-0.7780	
25.452	0.2538	-0.0025	-0.0096	0.9821	0.0461	0.8408	2.0660	6.5257	-0.0256	-1.0550	0.5841	-0.7897	
25.454	0.2542	-0.0013	-0.0068	0.9919	0.0528	0.8383	2.0588	6.4324	-0.0260	-1.0226	0.5782	-0.8009	
25.456	0.2516	-0.0010	-0.0062	0.9852	0.0381	0.8383	2.0517	6.7376	-0.0264	-1.0350	0.5726	-0.8117	
25.458	0.2495	-0.0043	-0.0067	0.9742	0.0479	0.8137	2.0455	6.3494	-0.0249	-1.0191	0.5674	-0.8219	
25.460	0.2520	-0.0029	-0.0050	0.9730	0.0381	0.7909	2.0398	6.5647	-0.0250	-1.0194	0.5626	-0.8312	
25.462	0.2523	-0.0031	-0.0060	0.9503	0.0107	0.8069	2.0339	6.3477	-0.0267	-1.0455	0.5583	-0.8396	
25.464	0.2498	-0.0033	-0.0054	0.9724	0.0381	0.7909	2.0280	6.3951	-0.0277	-1.0405	0.5544	-0.8469	
25.466	0.2508	-0.0022	-0.0062	0.9791	0.0564	0.7847	2.0217	6.6308	-0.0271	-1.0411	0.5512	-0.8532	
25.468	0.2504	-0.0043	-0.0067	0.9357	0.0351	0.7872	2.0146	6.7037	-0.0285	-1.0553	0.5485	-0.8585	
25.470	0.2490	-0.0034	-0.0045	0.9577	0.0369	0.7631	2.0073	6.5189	-0.0306	-1.0298	0.5464	-0.8626	
25.472	0.2495	-0.0035	-0.0055	0.9766	0.0259	0.7625	2.0004	6.5257	-0.0312	-1.0678	0.5449	-0.8654	
25.474	0.2483	-0.0042	-0.0062	0.9399	0.0174	0.7668	1.9941	6.4307	-0.0309	-1.0664	0.5441	-0.8670	
25.476	0.2476	-0.0040	-0.0041	0.9497	0.0168	0.7637	1.9879	6.4002	-0.0284	-1.0416	0.5438	-0.8675	
25.478	0.2462	-0.0043	-0.0023	0.9442	0.0009	0.7730	1.9824	6.2866	-0.0295	-1.0809	0.5439	-0.8670	
25.480	0.2444	-0.0075	-0.0038	0.9418	0.0113	0.7563	1.9779	6.4070	-0.0310	-1.0625	0.5443	-0.8657	
25.482	0.2456	-0.0049	-0.0029	0.9595	-0.0064	0.7495	1.9733	6.2086	-0.0319	-1.0452	0.5450	-0.8640	
25.484	0.2456	-0.0038	-0.0031	0.9540	-0.0156	0.7878	1.9683	6.3544	-0.0327	-1.0825	0.5458	-0.8620	
25.486	0.2428	-0.0055	-0.0027	0.9534	0.0064	0.7576	1.9632	6.2595	-0.0292	-1.0594	0.5466	-0.8601	
25.488	0.2437	-0.0044	-0.0020	0.9387	0.0174	0.7631	1.9578	6.2002	-0.0290	-1.0756	0.5472	-0.8584	
25.490	0.2436	-0.0054	-0.0022	0.9191	-0.0272	0.7680	1.9518	6.6274	-0.0306	-1.0535	0.5475	-0.8574	
25.492	0.2419	-0.0057	-0.0017	0.9485	-0.0119	0.7606	1.9455	6.3443	-0.0326	-1.0634	0.5475	-0.8570	
25.494	0.2424	-0.0052	-0.0024	0.9675	-0.0119	0.7643	1.9388	6.1679	-0.0314	-1.0898	0.5473	-0.8571	
25.496	0.2414	-0.0069	-0.0043	0.9436	-0.0223	0.7656	1.9319	6.2120	-0.0302	-1.0632	0.5467	-0.8578	
25.498	0.2404	-0.0052	-0.0014	0.9454	-0.0064	0.7785	1.9248	6.5647	-0.0299	-1.0364	0.5457	-0.8593	
25.500	0.2387	-0.0049	-0.0003	0.9418	-0.0180	0.7970	1.9179	6.4189	-0.0290	-1.0738	0.5444	-0.8615	
25.502	0.2366	-0.0070	-0.0019	0.9461	-0.0138	0.7736	1.9118	6.2256	-0.0278	-1.0405	0.5428	-0.8642	
25.504	0.2388	-0.0059	-0.0009	0.9534	-0.0217	0.7582	1.9058	6.5782	-0.0260	-1.0278	0.5410	-0.8673	
25.506	0.2396	-0.0059	-0.0015	0.9350	-0.0455	0.7884	1.8997	6.4341	-0.0280	-1.0593	0.5391	-0.8706	
25.508	0.2366	-0.0063	-0.0014	0.9510	-0.0162	0.7835	1.8937	6.1289	-0.0301	-1.0593	0.5371	-0.8739	
25.510	0.2367	-0.0044	-0.0025	0.9516	0.0021	0.7902	1.8874	6.5494	-0.0306	-1.0713	0.5351	-0.8774	
25.512	0.2356	-0.0058	-0.0044	0.9295	-0.0241	0.7952	1.8806	6.4969	-0.0282	-1.0561	0.5332	-0.8808	
25.514	0.2349	-0.0052	-0.0021	0.9491	-0.0144	0.7884	1.8739	6.6291	-0.0261	-1.0178	0.5312	-0.8841	
25.516	0.2347	-0.0062	-0.0004	0.9461	-0.0186	0.8094	1.8678	6.4189	-0.0246	-1.0353	0.5295	-0.8872	
25.518	0.2321	-0.0079	-0.0027	0.9454	-0.0156	0.8001	1.8629	6.4104	-0.0241	-1.0107	0.5280	-0.8897	
25.520	0.2330	-0.0052	-0.0022	0.9565	-0.0217	0.7952	1.8582	6.4019	-0.0222	-0.9972	0.5267	-0.8918	
25.522	0.2318	-0.0033	-0.0030	0.9503	-0.0150	0.8482	1.8532	6.5664	-0.0222	-1.0184	0.5258	-0.8932	
25.524	0.2285	-0.0058	-0.0030	0.9503	0.0094	0.8223	1.8485	6.5715	-0.0245	-1.0214	0.5251	-0.8941	
25.526	0.2309	-0.0044	-0.0017	0.9338	0.0290	0.8137	1.8436	6.5019	-0.0248	-1.0188	0.5248	-0.8943	
25.528	0.2310	-0.0049	-0.0033	0.9222	-0.0009	0.8315	1.8384	6.4867	-0.0232	-1.0201	0.5248	-0.8940	
25.530	0.2296	-0.0050	-0.0029	0.9479	0.0277	0.8297	1.8331	6.3358	-0.0225	-1.0085	0.5250	-0.8930	
25.532	0.2294	-0.0035	-0.0044	0.9644	0.0357	0.8291	1.8274	6.2934	-0.0212	-1.0471	0.5256	-0.8915	
25.534	0.2288	-0.0056	-0.0058	0.9393	0.0326	0.8365	1.8215	6.4918	-0.0212	-1.0060	0.5263	-0.8897	
25.536	0.2283	-0.0036	-0.0040	0.9497	0.0467	0.8507	1.8154	6.3036	-0.0204	-0.9921	0.5271	-0.8877	
25.538	0.2276	-0.0021	-0.0040	0.9381	0.0393	0.8821	1.8090	6.2205	-0.0188	-1.0243	0.5280	-0.8856	
25.540	0.2236	-0.0040	-0.0046	0.9363	0.0674	0.8500	1.8030	6.4714	-0.0156	-0.9906	0.5288	-0.8837	
25.542	0.2256	-0.0030	-0.0036	0.9357	0.0760	0.8408	1.7973	6.2917	-0.0155	-0.9663	0.5296	-0.8819	
25.544	0.2251	-0.0027	-0.0058	0.9130	0.0741	0.8642	1.7914	6.5240	-0.0144	-0.9750	0.5303	-0.8803	
25.546	0.2242	-0.0024	-0.0048	0.9430	0.0985	0.8556	1.7857	6.4765	-0.0132	-0.9517	0.5309	-0.8789	
25.548	0.2232	-0.0024	-0.0035	0.9393	0.1053	0.8729	1.7807	6.4867	-0.0122	-0.9863	0.5315	-0.8775	
25.550	0.2209	-0.0041	-0.0052	0.9454	0.1144	0.8599	1.7766	6.5545	-0.0135	-0.9625	0.5321	-0.8761	
25.552	0.2228	-0.0019	-0.0042	0.9381	0.1199	0.8494	1.7727	6.3595	-0.0153	-0.9932	0.5328	-0.8746	
25.554	0.2225	-0.0018	-0.0047	0.9161	0.1053	0.8636	1.7685	6.5308	-0.0143	-0.9790	0.5336	-0.8729	
25.556	0.2210	-0.0017	-0.0040	0.9485	0.1291	0.8531	1.7642	6.6986	-0.0117	-0.9416	0.5344	-0.8711	
25.558	0.2220	-0.0023	-0.0033	0.9583	0.1339	0.8679	1.7600	6.2222	-0.0110	-0.9863	0.5354	-0.8691	
25.560	0.2202	-0.0029	-0.0058	0.9442	0.1382	0.8605	1.7562	6.5325	-0.0106	-0.9534	0.5365	-0.8669	
25.562	0.2199	-0.0004	-0.0040	0.9577	0.1596	0.8796	1.7521	6.5596	-0.0083	-0.9438	0.5376	-0.8646	
25.564	0.2188	0.0011	-0.0039	0.9546	0.1431	0.8981	1.7475	6.4477	-0.0095	-0.9540	0.5387	-0.8622	
25.566	0.2162	-0.0008	-0.0031	0.9589	0.1614	0.8692	1.7429	6.5206	-0.0098	-0.9586	0.5399	-0.8598	
25.568	0.2175	0.0001	-0.0019	0.9418	0.1693	0.8679	1.7382	6.5426	-0.0157	-0.9705	0.5410	-0.8573	
25.570	0.2175	-0.0004	-0.0025	0.9247	0.1297	0.8840	1.7332	6.3968	-0.0168	-0.9920	0.5423	-0.8546	
25.572	0.2154	0.0006	-0.0019	0.9577	0.1523	0.8661	1.7283	6.5647	-0.0167	-0.9694	0.5435	-0.8517	
25.574	0.2159	-0.0004	0.0000	0.9583	0.1455	0.8846	1.7239	6.4731	-0.0163	-0.9999	0.5449	-0.8487	
25.576	0.2134	-0.0023	-0.0016	0.9479	0.1431	0.8864	1.7204	6.3934	-0.0174	-0.9807	0.5463	-0.8457	
25.578	0.2145	0.0006	-0.0005	0.9681	0.1315	0.8852	1.7167	6.4002	-0.0154	-0.9630	0.5477	-0.8426	
25.580	0.2137	0.0022	-0.0000	0.9552	0.1205	0.9197	1.7124	6.5070	-0.0174	-1.0008	0.5491	-0.8395	
25.582	0.2114	0.0003	0.0009	0.9644	0.1339	0.8914	1.7081	6.3629	-0.0190	-0.9857	0.5505	-0.8365	
25.584	0.2127	0.0020	0.0004	0.9803	0.1339	0.9037	1.7034	6.2391	-0.0194	-1.0202	0.5518	-0.8337	
25.586	0.2119	0.0011	-0.0004	0.9473	0.1205	0.8994	1.6982	6.4596	-0.0191	-1.0063	0.5529	-0.8312	
25.588	0.2113	0.0019	0.0029	0.9620	0.1236	0.9043	1.6927	6.5392	-0.0177	-0.9760	0.5538	-0.8291	
25.590	0.2094	0.0033	0.0037	0.9595	0.1065	0.9376	1.6872	6.3561	-0.0175	-0.9935	0.5544	-0.8275	
25.592	0.2073	0.0016	0.0037	0.9687	0.1022	0.9031	1.6823	6.7393	-0.0133	-0.9822	0.5549	-0.8262	
25.594	0.2090	0.0030	0.0058	0.9546	0.1089	0.9037	1.6773	6.3409	-0.0139	-0.9882	0.5551	-0.8253	
25.596	0.2079	0.0029	0.0046	0.9381	0.0778	0.9080	1.6719	6.7054	-0.0145	-0.9651	0.5552	-0.8247	
25.598	0.2078	0.0031	0.0063	0.9717	0.0827	0.9006	1.6666	6.6715	-0.0118	-0.9489	0.5552	-0.8242	
25.600	0.2070	0.0032	0.0087	0.9705	0.0790	0.9247	1.6620	6.5681	-0.0138	-0.9904	0.5553	-0.8237	
25.602	0.2039	0.0024	0.0079	0.9773	0.0772	0.8975	1.6584	6.6257	-0.0163	-0.9837	0.5555	-0.8231	
25.604	0.2063	0.0036	0.0097	0.9754	0.0680	0.8790	1.6548	6.5494	-0.0157	-0.9810	0.5559	-0.8220	
25.606	0.2059	0.0038	0.0095	0.9534	0.0418	0.8981	1.6509	6.7206	-0.0161	-0.9860	0.5564	-0.8206	
25.608	0.2043	0.0044	0.0108	0.9852	0.0668	0.8704	1.6472	6.4562	-0.0163	-0.9744	0.5572	-0.8187	
25.610	0.2035	0.0045	0.0123	0.9834	0.0503	0.8981	1.6441	6.6698	-0.0159	-1.0010	0.5582	-0.8164	
25.612	0.2006	0.0031	0.0113	0.9864	0.0601	0.8747	1.6417	6.6427	-0.0160	-0.9801	0.5594	-0.8135	
25.614	0.2024	0.0051	0.0134	0.9779	0.0668	0.8630	1.6391	6.5070	-0.0185	-0.9924	0.5609	-0.8101	
25.616	0.2020	0.0046	0.0120	0.9650	0.0412	0.8562	1.6356	6.6003	-0.0196	-0.9959	0.5626	-0.8061	
25.618	0.2012	0.0053	0.0142	1.0042	0.0552	0.8322	1.6316	6.4714	-0.0192	-0.9943	0.5646	-0.8016	
25.620	0.2007	0.0045	0.0167	0.9987	0.0583	0.8445	1.6278	6.4562	-0.0168	-1.0147	0.5668	-0.7967	
25.622	0.1979	0.0032	0.0152	0.9974	0.0717	0.8223	1.6245	6.7156	-0.0148	-0.9886	0.5691	-0.7916	
25.624	0.1998	0.0056	0.0166	1.0225	0.0607	0.8001	1.6210	6.7376	-0.0147	-0.9680	0.5714	-0.7865	
25.626	0.2005	0.0066	0.0164	1.0072	0.0552	0.8285	1.6168	6.5308	-0.0134	-0.9760	0.5736	-0.7813	
25.628	0.1967	0.0055	0.0172	1.0103	0.0869	0.7927	1.6125	6.5409	-0.0149	-0.9763	0.5759	-0.7761	
25.630	0.1975	0.0073	0.0179	0.9944	0.1120	0.7909	1.6077	6.5545	-0.0149	-1.0017	0.5782	-0.7708	
25.632	0.1966	0.0064	0.0171	0.9730	0.0857	0.7822	1.6026	6.6342	-0.0128	-0.9898	0.5805	-0.7657	
25.634	0.1956	0.0058	0.0185	1.0005	0.1114	0.7606	1.5974	6.5121	-0.0080	-0.9332	0.5826	-0.7609	
25.636	0.1955	0.0072	0.0177	1.0048	0.1285	0.7600	1.5919	6.8105	-0.0060	-0.9291	0.5847	-0.7562	
25.638	0.1947	0.0060	0.0168	0.9650	0.1260	0.7532	1.5862	6.8207	-0.0049	-0.9183	0.5867	-0.7517	
25.640	0.1942	0.0064	0.0185	0.9840	0.1474	0.7446	1.5805	6.7206	-0.0049	-0.9100	0.5887	-0.7472	
25.642	0.1925	0.0072	0.0195	0.9754	0.1541	0.7569	1.5752	6.5782	0.0002	-0.9253	0.5908	-0.7425	
25.644	0.1902	0.0039	0.0183	0.9687	0.1626	0.7236	1.5709	6.9546	0.0012	-0.8900	0.5932	-0.7376	
25.646	0.1926	0.0058	0.0188	0.9687	0.1474	0.6977	1.5667	6.7885	0.0007	-0.8821	0.5957	-0.7322	
25.648	0.1927	0.0057	0.0182	0.9338	0.1413	0.7181	1.5623	6.7817	-0.0005	-0.9006	0.5985	-0.7264	
25.650	0.1906	0.0052	0.0180	0.9522	0.1590	0.6953	1.5578	6.7936	-0.0010	-0.8905	0.6016	-0.7201	
25.652	0.1918	0.0051	0.0169	0.9601	0.1547	0.6971	1.5534	6.7359	-0.0016	-0.9154	0.6050	-0.7131	
25.654	0.1905	0.0033	0.0150	0.9283	0.1510	0.6910	1.5491	6.7190	-0.0031	-0.9236	0.6088	-0.7054	
25.656	0.1904	0.0053	0.0164	0.9381	0.1547	0.6866	1.5444	6.6121	-0.0051	-0.8989	0.6129	-0.6971	
25.658	0.1917	0.0045	0.0156	0.9112	0.1150	0.6928	1.5390	6.8173	-0.0053	-0.9344	0.6172	-0.6885	
25.660	0.1890	0.0045	0.0151	0.9198	0.1449	0.6749	1.5338	6.6986	-0.0053	-0.9415	0.6216	-0.6796	
25.662	0.1897	0.0044	0.0135	0.9375	0.1364	0.6749	1.5286	6.6918	-0.0068	-0.9515	0.6260	-0.6706	
25.664	0.1883	0.0019	0.0114	0.9063	0.1187	0.6675	1.5236	6.6138	-0.0076	-0.9338	0.6303	-0.6619	
25.666	0.1877	0.0038	0.0126	0.9234	0.1022	0.6540	1.5185	6.6359	-0.0077	-0.9187	0.6344	-0.6536	
25.668	0.1890	0.0032	0.0115	0.8959	0.0705	0.6774	1.5134	6.5070	-0.0070	-0.9554	0.6382	-0.6458	
25.670	0.1867	0.0032	0.0110	0.9075	0.0894	0.6595	1.5086	6.5240	-0.0080	-0.9413	0.6417	-0.6389	
25.672	0.1875	0.0013	0.0109	0.9069	0.0784	0.6780	1.5046	6.7461	-0.0096	-0.9505	0.6446	-0.6329	
25.674	0.1850	-0.0000	0.0079	0.9075	0.0699	0.6718	1.5014	6.7190	-0.0105	-0.9468	0.6470	-0.6279	
25.676	0.1864	0.0028	0.0078	0.9259	0.0522	0.6558	1.4981	6.5392	-0.0102	-0.9378	0.6489	-0.6241	
25.678	0.1862	0.0021	0.0070	0.9045	0.0241	0.6737	1.4943	6.8207	-0.0083	-0.9326	0.6503	-0.6213	
25.680	0.1848	0.0023	0.0062	0.9369	0.0497	0.6564	1.4906	6.5748	-0.0050	-0.9116	0.6512	-0.6194	
25.682	0.1854	0.0011	0.0064	0.9430	0.0357	0.6694	1.4871	6.7240	-0.0032	-0.9439	0.6517	-0.6183	
25.684	0.1833	-0.0007	0.0039	0.9412	0.0265	0.6583	1.4843	6.7257	-0.0039	-0.9256	0.6517	-0.6181	
25.686	0.1839	0.0019	0.0042	0.9638	0.0119	0.6410	1.4814	6.7393	-0.0046	-0.9171	0.6514	-0.6186	
25.688	0.1831	0.0021	0.0019	0.9399	0.0021	0.6743	1.4779	6.6766	-0.0047	-0.9203	0.6507	-0.6196	
25.690	0.1823	0.0020	0.0024	0.9785	0.0216	0.6564	1.4743	6.6562	-0.0058	-0.9128	0.6498	-0.6211	
25.692	0.1838	0.0010	0.0016	0.9980	0.0149	0.6700	1.4709	6.8258	-0.0063	-0.9491	0.6488	-0.6230	
25.694	0.1816	-0.0009	-0.0012	0.9864	0.0235	0.6651	1.4678	6.8105	-0.0047	-0.9354	0.6476	-0.6249	
25.696	0.1817	0.0018	0.0001	1.0042	0.0107	0.6564	1.4645	6.4748	-0.0043	-0.9274	0.6464	-0.6270	
25.698	0.1830	0.0022	-0.0009	0.9956	0.0046	0.6897	1.4608	6.6952	-0.0058	-0.9319	0.6451	-0.6291	
25.700	0.1794	0.0016	-0.0018	1.0133	0.0326	0.6743	1.4572	6.5613	-0.0088	-0.9425	0.6439	-0.6313	
25.702	0.1802	0.0034	-0.0033	1.0243	0.0528	0.6823	1.4532	6.7478	-0.0081	-0.9500	0.6426	-0.6336	
25.704	0.1793	0.0008	-0.0054	1.0072	0.0436	0.6792	1.4488	6.6969	-0.0093	-0.9486	0.6412	-0.6360	
25.706	0.1795	0.0027	-0.0035	1.0195	0.0674	0.6984	1.4439	6.7105	-0.0085	-0.9406	0.6399	-0.6384	
25.708	0.1777	0.0047	-0.0043	1.0158	0.0528	0.7243	1.4389	6.7749	-0.0114	-0.9663	0.6386	-0.6406	
25.710	0.1750	0.0017	-0.0049	1.0176	0.0747	0.6996	1.4345	6.7885	-0.0093	-0.9683	0.6374	-0.6427	
25.712	0.1773	0.0036	-0.0043	1.0017	0.0973	0.7021	1.4302	6.7240	-0.0067	-0.9566	0.6363	-0.6445	
25.714	0.1765	0.0031	-0.0070	0.9901	0.0796	0.7150	1.4256	6.7885	-0.0047	-0.9341	0.6353	-0.6459	
25.716	0.1760	0.0036	-0.0063	1.0188	0.0973	0.7132	1.4210	6.9377	-0.0030	-0.8932	0.6346	-0.6469	
25.718	0.1750	0.0034	-0.0050	1.0084	0.0943	0.7372	1.4169	6.7173	-0.0014	-0.9128	0.6342	-0.6473	
25.720	0.1733	0.0013	-0.0076	1.0127	0.0998	0.7329	1.4139	6.7851	-0.0010	-0.9026	0.6341	-0.6470	
25.722	0.1751	0.0039	-0.0065	1.0048	0.0924	0.7267	1.4110	6.8224	0.0019	-0.8974	0.6344	-0.6460	
25.724	0.1747	0.0036	-0.0078	0.9675	0.0662	0.7588	1.4077	6.7563	0.0040	-0.9341	0.6351	-0.6443	
25.726	0.1735	0.0038	-0.0080	0.9864	0.0876	0.7545	1.4043	6.8427	0.0049	-0.8609	0.6361	-0.6420	
25.728	0.1746	0.0030	-0.0079	0.9815	0.0796	0.7785	1.4012	6.9071	0.0042	-0.8882	0.6374	-0.6390	
25.730	0.1728	0.0016	-0.0103	0.9601	0.0784	0.7835	1.3986	7.0055	0.0040	-0.8748	0.6391	-0.6354	
25.732	0.1726	0.0039	-0.0088	0.9583	0.0906	0.8100	1.3959	6.9309	0.0037	-0.8611	0.6410	-0.6311	
25.734	0.1712	0.0051	-0.0087	0.9528	0.0760	0.8377	1.3929	6.8732	0.0038	-0.8894	0.6434	-0.6261	
25.736	0.1693	0.0026	-0.0095	0.9442	0.0833	0.8192	1.3903	6.9648	0.0028	-0.8858	0.6462	-0.6202	
25.738	0.1715	0.0038	-0.0081	0.9363	0.0686	0.8106	1.3875	6.9597	0.0021	-0.8716	0.6494	-0.6134	
25.740	0.1727	0.0034	-0.0090	0.9265	0.0332	0.8402	1.3845	7.0343	0.0028	-0.8780	0.6529	-0.6059	
25.742	0.1699	0.0029	-0.0093	0.9320	0.0534	0.8297	1.3812	6.7274	0.0035	-0.8852	0.6567	-0.5977	
25.744	0.1702	0.0045	-0.0103	0.9314	0.0577	0.8433	1.3774	6.8054	-0.0001	-0.9148	0.6609	-0.5888	
25.746	0.1704	0.0026	-0.0114	0.9106	0.0241	0.8389	1.3730	6.9444	-0.0002	-0.9030	0.6653	-0.5795	
25.748	0.1701	0.0032	-0.0088	0.9228	0.0326	0.8488	1.3682	6.9139	0.0000	-0.8907	0.6698	-0.5698	
25.750	0.1688	0.0035	-0.0070	0.9167	0.0210	0.8611	1.3635	6.8495	-0.0018	-0.9192	0.6744	-0.5600	
25.752	0.1662	0.0015	-0.0080	0.9204	0.0198	0.8396	1.3597	6.9309	-0.0040	-0.9270	0.6791	-0.5502	
25.754	0.1689	0.0030	-0.0064	0.9143	0.0259	0.8303	1.3559	6.6800	-0.0042	-0.9338	0.6838	-0.5404	
25.756	0.1683	0.0029	-0.0080	0.8977	0.0003	0.8451	1.3516	7.1360	-0.0015	-0.9103	0.6883	-0.5309	
25.758	0.1673	0.0028	-0.0063	0.9338	0.0107	0.8223	1.3471	6.7478	0.0001	-0.8899	0.6927	-0.5218	
25.760	0.1682	0.0017	-0.0046	0.9381	0.0107	0.8334	1.3431	6.6291	-0.0013	-0.9229	0.6969	-0.5132	
25.762	0.1658	0.0002	-0.0065	0.9406	0.0161	0.8167	1.3399	7.0326	-0.0025	-0.9041	0.7008	-0.5052	
25.764	0.1672	0.0025	-0.0049	0.9540	0.0100	0.7884	1.3367	6.8292	-0.0048	-0.9042	0.7043	-0.4979	
25.766	0.1684	0.0020	-0.0049	0.9418	-0.0046	0.8087	1.3331	6.7563	-0.0063	-0.9344	0.7075	-0.4913	
25.768	0.1659	0.0015	-0.0043	0.9626	0.0375	0.7865	1.3294	6.7596	-0.0059	-0.9372	0.7104	-0.4854	
25.770	0.1664	0.0029	-0.0055	0.9724	0.0564	0.7798	1.3253	7.0343	-0.0068	-0.9438	0.7128	-0.4803	
25.772	0.1653	0.0015	-0.0059	0.9473	0.0583	0.7748	1.3206	6.9800	-0.0067	-0.9377	0.7148	-0.4760	
25.774	0.1647	0.0017	-0.0037	0.9779	0.0766	0.7508	1.3157	7.1699	-0.0054	-0.9042	0.7165	-0.4725	
25.776	0.1652	0.0017	-0.0040	1.0054	0.0711	0.7446	1.3107	7.0648	-0.0057	-0.9406	0.7179	-0.4694	
25.778	0.1649	0.0009	-0.0061	0.9815	0.0833	0.7397	1.3059	7.0750	-0.0064	-0.9276	0.7194	-0.4665	
25.780	0.1636	0.0018	-0.0025	0.9895	0.0906	0.7273	1.3010	6.7885	-0.0080	-0.9265	0.7208	-0.4635	
25.782	0.1638	0.0016	-0.0017	0.9956	0.0961	0.7218	1.2964	6.9970	-0.0102	-0.9476	0.7224	-0.4605	
25.784	0.1619	-0.0003	-0.0041	0.9852	0.1028	0.7045	1.2928	6.7749	-0.0100	-0.9476	0.7240	-0.4574	
25.786	0.1622	0.0025	-0.0034	1.0048	0.1040	0.6836	1.2890	6.9444	-0.0094	-0.9242	0.7255	-0.4544	
25.788	0.1634	0.0030	-0.0027	0.9901	0.0992	0.7162	1.2846	6.7478	-0.0124	-0.9775	0.7270	-0.4516	
25.790	0.1622	0.0032	-0.0025	0.9993	0.1303	0.6910	1.2800	6.7512	-0.0151	-0.9737	0.7283	-0.4492	
25.792	0.1607	0.0033	-0.0024	0.9748	0.1590	0.6903	1.2751	6.7105	-0.0181	-0.9889	0.7293	-0.4473	
25.794	0.1597	0.0025	-0.0026	0.9534	0.1242	0.6860	1.2698	7.2140	-0.0180	-0.9930	0.7300	-0.4460	
25.796	0.1592	0.0029	-0.0026	0.9852	0.1480	0.6669	1.2647	7.0038	-0.0182	-0.9753	0.7304	-0.4453	
25.798	0.1606	0.0027	-0.0031	1.0017	0.1413	0.6583	1.2600	6.8715	-0.0162	-0.9894	0.7307	-0.4448	
25.800	0.1595	0.0016	-0.0052	0.9705	0.1425	0.6632	1.2557	6.6698	-0.0150	-0.9756	0.7308	-0.4447	
25.802	0.1589	0.0033	-0.0030	0.9809	0.1565	0.6768	1.2512	6.8682	-0.0092	-0.9415	0.7307	-0.4450	
25.804	0.1581	0.0037	-0.0012	0.9797	0.1400	0.6786	1.2466	7.1852	-0.0085	-0.9483	0.7304	-0.4457	
25.806	0.1578	0.0013	-0.0056	0.9717	0.1358	0.6552	1.2425	7.0936	-0.0096	-0.9572	0.7300	-0.4467	
25.808	0.1577	0.0034	-0.0044	1.0005	0.1565	0.6706	1.2383	6.9868	-0.0106	-0.9242	0.7296	-0.4476	
25.810	0.1561	0.0051	-0.0038	0.9840	0.1413	0.6916	1.2337	6.8410	-0.0090	-0.9697	0.7293	-0.4482	
25.812	0.1531	0.0031	-0.0040	0.9852	0.1541	0.6552	1.2294	6.6494	-0.0104	-0.9758	0.7293	-0.4484	
25.814	0.1564	0.0039	-0.0025	0.9852	0.1364	0.6311	1.2248	6.8529	-0.0111	-0.9497	0.7293	-0.4483	
25.816	0.1580	0.0037	-0.0035	0.9828	0.1089	0.6595	1.2200	6.7461	-0.0109	-0.9712	0.7294	-0.4481	
